starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 02:37:17 2015	1429511837	58	24	82	23
Mon Apr 20 02:37:17 2015	1429511837	57	27	84	23
Mon Apr 20 02:37:17 2015	1429511837	60	24	84	22
Mon Apr 20 02:37:18 2015	1429511838	62	25	87	22
Mon Apr 20 02:37:18 2015	1429511838	63	25	88	23
Mon Apr 20 02:37:17 2015	1429511837	65	23	88	22
Mon Apr 20 02:37:18 2015	1429511838	66	25	91	22
Mon Apr 20 02:37:17 2015	1429511837	66	25	91	21
Mon Apr 20 02:37:17 2015	1429511837	73	25	98	22
Mon Apr 20 02:37:18 2015	1429511838	87	27	113	24
