starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 00:15:33 2015	1428639333	62	46	108	45
Fri Apr 10 00:15:33 2015	1428639333	69	41	110	40
Fri Apr 10 00:15:33 2015	1428639333	67	45	112	38
Fri Apr 10 00:15:33 2015	1428639333	70	45	115	40
Fri Apr 10 00:15:33 2015	1428639333	71	44	115	40
Fri Apr 10 00:15:32 2015	1428639332	68	47	115	41
Fri Apr 10 00:15:32 2015	1428639332	65	50	115	49
Fri Apr 10 00:15:33 2015	1428639333	80	40	119	39
Fri Apr 10 00:15:32 2015	1428639332	75	46	120	41
Fri Apr 10 00:15:32 2015	1428639332	63	61	124	45
