starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:07:31 2015	1429524451	38	60	98	57
Mon Apr 20 06:07:31 2015	1429524451	37	63	100	58
Mon Apr 20 06:07:30 2015	1429524450	34	67	101	61
Mon Apr 20 06:07:31 2015	1429524451	33	69	103	63
Mon Apr 20 06:07:31 2015	1429524451	44	63	106	58
Mon Apr 20 06:07:31 2015	1429524451	37	79	117	56
Mon Apr 20 06:07:31 2015	1429524451	34	87	120	62
Mon Apr 20 06:07:31 2015	1429524451	40	87	127	62
Mon Apr 20 06:07:31 2015	1429524451	42	89	131	64
Mon Apr 20 06:07:31 2015	1429524451	35	98	133	57
