starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:07:27 2015	1429524447	83	82	165	57
Mon Apr 20 06:07:28 2015	1429524448	81	87	168	57
Mon Apr 20 06:07:28 2015	1429524448	87	81	168	55
Mon Apr 20 06:07:28 2015	1429524448	84	86	170	58
Mon Apr 20 06:07:28 2015	1429524448	81	89	170	63
Mon Apr 20 06:07:27 2015	1429524447	92	82	173	58
Mon Apr 20 06:07:28 2015	1429524448	88	87	175	58
Mon Apr 20 06:07:27 2015	1429524447	89	86	175	56
Mon Apr 20 06:07:27 2015	1429524447	87	97	185	62
Mon Apr 20 06:07:27 2015	1429524447	105	83	188	57
