starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:49:06 2015	1429523346	63	59	122	58
Mon Apr 20 05:49:05 2015	1429523345	54	77	131	55
Mon Apr 20 05:49:05 2015	1429523345	65	69	134	65
Mon Apr 20 05:49:05 2015	1429523345	55	83	138	61
Mon Apr 20 05:49:04 2015	1429523344	58	85	142	61
Mon Apr 20 05:49:06 2015	1429523346	61	83	144	59
Mon Apr 20 05:49:05 2015	1429523345	64	87	151	63
Mon Apr 20 05:49:05 2015	1429523345	64	88	152	64
Mon Apr 20 05:49:05 2015	1429523345	67	88	154	57
Mon Apr 20 05:49:05 2015	1429523345	72	85	157	61
