starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 04:33:56 2015	1429518836	245	76	322	75
Mon Apr 20 04:33:57 2015	1429518837	245	80	325	77
Mon Apr 20 04:33:55 2015	1429518835	246	79	325	75
Mon Apr 20 04:33:58 2015	1429518838	251	92	343	87
Mon Apr 20 04:33:57 2015	1429518837	265	79	345	75
Mon Apr 20 04:33:56 2015	1429518836	268	90	358	83
Mon Apr 20 04:33:57 2015	1429518837	274	87	360	84
Mon Apr 20 04:33:56 2015	1429518836	275	88	364	86
Mon Apr 20 04:33:58 2015	1429518838	280	87	366	86
Mon Apr 20 04:33:58 2015	1429518838	283	92	375	88
