starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:52:48 2015	1429523568	55	61	116	57
Mon Apr 20 05:52:48 2015	1429523568	58	63	121	59
Mon Apr 20 05:52:49 2015	1429523569	59	63	123	60
Mon Apr 20 05:52:48 2015	1429523568	62	64	126	60
Mon Apr 20 05:52:48 2015	1429523568	55	72	127	65
Mon Apr 20 05:52:48 2015	1429523568	66	64	129	60
Mon Apr 20 05:52:48 2015	1429523568	61	82	143	57
Mon Apr 20 05:52:49 2015	1429523569	61	85	146	57
Mon Apr 20 05:52:48 2015	1429523568	61	95	156	61
Mon Apr 20 05:52:48 2015	1429523568	60	102	162	68
