starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:22:57 2015	1429521777	623	200	823	197
Mon Apr 20 05:22:49 2015	1429521769	599	251	850	244
Mon Apr 20 05:22:56 2015	1429521776	696	185	882	184
Mon Apr 20 05:22:55 2015	1429521775	616	308	924	302
Mon Apr 20 05:22:56 2015	1429521776	712	236	949	199
Mon Apr 20 05:22:53 2015	1429521773	704	275	979	271
Mon Apr 20 05:22:54 2015	1429521774	710	290	1000	286
Mon Apr 20 05:22:51 2015	1429521771	813	221	1034	192
Mon Apr 20 05:22:52 2015	1429521772	752	288	1040	184
Mon Apr 20 05:22:49 2015	1429521769	838	365	1203	358
