starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 02:46:35 2015	1428648395	93	247	340	241
Fri Apr 10 02:46:45 2015	1428648405	98	251	350	250
Fri Apr 10 02:46:34 2015	1428648394	91	278	370	276
Fri Apr 10 02:46:32 2015	1428648392	87	285	372	284
Fri Apr 10 02:46:49 2015	1428648409	104	275	379	272
Fri Apr 10 02:46:48 2015	1428648408	101	278	380	275
Fri Apr 10 02:46:30 2015	1428648390	108	276	384	276
Fri Apr 10 02:46:28 2015	1428648388	86	313	399	313
Fri Apr 10 02:46:45 2015	1428648405	103	301	404	300
Fri Apr 10 02:46:33 2015	1428648393	93	314	408	310
Fri Apr 10 02:46:50 2015	1428648410	103	306	408	303
Fri Apr 10 02:46:31 2015	1428648391	105	309	415	305
Fri Apr 10 02:46:38 2015	1428648398	96	323	419	319
Fri Apr 10 02:46:46 2015	1428648406	95	340	434	337
Fri Apr 10 02:46:37 2015	1428648397	94	350	444	347
Fri Apr 10 02:46:44 2015	1428648404	94	351	446	348
Fri Apr 10 02:46:27 2015	1428648387	98	355	454	352
Fri Apr 10 02:46:47 2015	1428648407	101	363	464	359
Fri Apr 10 02:46:26 2015	1428648386	95	370	465	365
Fri Apr 10 02:46:28 2015	1428648388	95	370	465	365
Fri Apr 10 02:46:25 2015	1428648385	100	369	469	368
Fri Apr 10 02:46:42 2015	1428648402	94	387	481	387
Fri Apr 10 02:46:45 2015	1428648405	93	392	485	386
Fri Apr 10 02:46:33 2015	1428648393	100	389	489	359
Fri Apr 10 02:46:34 2015	1428648394	105	386	490	383
Fri Apr 10 02:46:48 2015	1428648408	100	394	494	389
Fri Apr 10 02:46:32 2015	1428648392	94	404	498	394
Fri Apr 10 02:46:44 2015	1428648404	109	394	503	391
Fri Apr 10 02:46:49 2015	1428648409	106	399	504	395
Fri Apr 10 02:46:35 2015	1428648395	94	413	508	411
Fri Apr 10 02:46:29 2015	1428648389	93	422	514	421
Fri Apr 10 02:46:38 2015	1428648398	109	411	520	406
Fri Apr 10 02:46:35 2015	1428648395	94	446	540	444
Fri Apr 10 02:46:30 2015	1428648390	99	447	546	442
Fri Apr 10 02:46:42 2015	1428648402	186	391	577	390
Fri Apr 10 02:46:27 2015	1428648387	98	482	579	480
Fri Apr 10 02:46:47 2015	1428648407	104	477	581	474
Fri Apr 10 02:46:29 2015	1428648389	97	485	582	484
Fri Apr 10 02:46:46 2015	1428648406	92	496	587	495
Fri Apr 10 02:46:26 2015	1428648386	95	494	589	489
Fri Apr 10 02:46:50 2015	1428648410	118	472	590	468
Fri Apr 10 02:46:36 2015	1428648396	112	478	590	477
Fri Apr 10 02:46:41 2015	1428648401	96	497	594	494
Fri Apr 10 02:46:40 2015	1428648400	139	456	595	452
Fri Apr 10 02:46:37 2015	1428648397	101	503	604	499
Fri Apr 10 02:46:38 2015	1428648398	95	524	619	522
Fri Apr 10 02:46:31 2015	1428648391	87	532	620	531
Fri Apr 10 02:46:39 2015	1428648399	93	585	679	585
Fri Apr 10 02:46:43 2015	1428648403	204	478	683	474
Fri Apr 10 02:46:40 2015	1428648400	277	548	825	548
