starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:03:35 2015	1429524215	39	51	90	46
Mon Apr 20 06:03:36 2015	1429524216	44	53	97	47
Mon Apr 20 06:03:36 2015	1429524216	47	53	101	47
Mon Apr 20 06:03:36 2015	1429524216	45	56	101	50
Mon Apr 20 06:03:36 2015	1429524216	43	63	106	44
Mon Apr 20 06:03:36 2015	1429524216	56	50	106	44
Mon Apr 20 06:03:36 2015	1429524216	44	63	108	46
Mon Apr 20 06:03:36 2015	1429524216	47	66	113	49
Mon Apr 20 06:03:36 2015	1429524216	49	65	113	45
Mon Apr 20 06:03:36 2015	1429524216	50	66	115	48
