starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 00:10:55 2015	1428639055	68	45	112	42
Fri Apr 10 00:10:55 2015	1428639055	69	46	115	41
Fri Apr 10 00:10:55 2015	1428639055	69	47	116	45
Fri Apr 10 00:10:55 2015	1428639055	70	46	116	46
Fri Apr 10 00:10:55 2015	1428639055	79	44	123	42
Fri Apr 10 00:10:56 2015	1428639056	81	42	123	41
Fri Apr 10 00:10:55 2015	1428639055	78	46	124	41
Fri Apr 10 00:10:56 2015	1428639056	77	53	130	51
Fri Apr 10 00:10:55 2015	1428639055	90	50	140	49
Fri Apr 10 00:10:55 2015	1428639055	68	73	141	40
