starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:45:36 2015	1429523136	64	17	81	14
Mon Apr 20 05:45:35 2015	1429523135	65	18	84	15
Mon Apr 20 05:45:35 2015	1429523135	66	19	84	14
Mon Apr 20 05:45:35 2015	1429523135	71	20	90	17
Mon Apr 20 05:45:35 2015	1429523135	80	24	104	22
Mon Apr 20 05:45:36 2015	1429523136	84	24	108	22
Mon Apr 20 05:45:35 2015	1429523135	89	24	112	23
Mon Apr 20 05:45:35 2015	1429523135	85	28	113	22
Mon Apr 20 05:45:36 2015	1429523136	88	26	113	23
Mon Apr 20 05:45:35 2015	1429523135	81	42	123	23
