starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:48:33 2015	1429523313	56	61	117	58
Mon Apr 20 05:48:32 2015	1429523312	61	59	120	56
Mon Apr 20 05:48:33 2015	1429523313	60	61	121	59
Mon Apr 20 05:48:33 2015	1429523313	63	63	126	57
Mon Apr 20 05:48:33 2015	1429523313	65	72	136	68
Mon Apr 20 05:48:32 2015	1429523312	57	84	141	62
Mon Apr 20 05:48:33 2015	1429523313	59	84	143	59
Mon Apr 20 05:48:33 2015	1429523313	61	86	147	60
Mon Apr 20 05:48:32 2015	1429523312	62	86	148	59
Mon Apr 20 05:48:33 2015	1429523313	130	62	192	56
