starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 02:16:49 2015	1428646609	85	45	130	44
Fri Apr 10 02:16:46 2015	1428646606	91	43	134	42
Fri Apr 10 02:16:48 2015	1428646608	88	46	134	42
Fri Apr 10 02:16:49 2015	1428646609	90	45	135	42
Fri Apr 10 02:16:46 2015	1428646606	91	45	136	44
Fri Apr 10 02:16:49 2015	1428646609	94	44	138	40
Fri Apr 10 02:16:47 2015	1428646607	92	47	139	41
Fri Apr 10 02:16:49 2015	1428646609	93	46	139	43
Fri Apr 10 02:16:45 2015	1428646605	95	44	139	43
Fri Apr 10 02:16:46 2015	1428646606	93	46	139	43
Fri Apr 10 02:16:45 2015	1428646605	96	44	139	41
Fri Apr 10 02:16:45 2015	1428646605	95	44	139	42
Fri Apr 10 02:16:45 2015	1428646605	89	50	140	43
Fri Apr 10 02:16:44 2015	1428646604	91	49	140	43
Fri Apr 10 02:16:47 2015	1428646607	91	49	140	46
Fri Apr 10 02:16:47 2015	1428646607	92	49	141	45
Fri Apr 10 02:16:46 2015	1428646606	96	46	142	42
Fri Apr 10 02:16:47 2015	1428646607	101	43	144	41
Fri Apr 10 02:16:50 2015	1428646610	96	49	144	45
Fri Apr 10 02:16:48 2015	1428646608	99	46	145	43
Fri Apr 10 02:16:46 2015	1428646606	91	55	146	44
Fri Apr 10 02:16:45 2015	1428646605	101	46	146	43
Fri Apr 10 02:16:48 2015	1428646608	106	43	148	41
Fri Apr 10 02:16:47 2015	1428646607	101	47	148	45
Fri Apr 10 02:16:46 2015	1428646606	103	45	149	44
Fri Apr 10 02:16:50 2015	1428646610	100	49	149	45
Fri Apr 10 02:16:48 2015	1428646608	97	51	149	46
Fri Apr 10 02:16:48 2015	1428646608	100	49	149	44
Fri Apr 10 02:16:49 2015	1428646609	101	49	150	43
Fri Apr 10 02:16:49 2015	1428646609	102	47	150	42
Fri Apr 10 02:16:50 2015	1428646610	100	50	150	44
Fri Apr 10 02:16:46 2015	1428646606	104	50	154	49
Fri Apr 10 02:16:50 2015	1428646610	108	47	155	43
Fri Apr 10 02:16:48 2015	1428646608	106	49	155	43
Fri Apr 10 02:16:49 2015	1428646609	106	49	155	42
Fri Apr 10 02:16:45 2015	1428646605	111	45	156	44
Fri Apr 10 02:16:48 2015	1428646608	112	48	160	42
Fri Apr 10 02:16:45 2015	1428646605	100	60	160	60
Fri Apr 10 02:16:47 2015	1428646607	121	48	169	45
Fri Apr 10 02:16:44 2015	1428646604	99	69	169	67
