starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 02:53:59 2015	1428648839	93	240	333	239
Fri Apr 10 02:53:52 2015	1428648832	95	250	345	244
Fri Apr 10 02:54:03 2015	1428648843	98	254	352	253
Fri Apr 10 02:53:50 2015	1428648830	93	266	359	261
Fri Apr 10 02:53:54 2015	1428648834	91	270	361	266
Fri Apr 10 02:53:54 2015	1428648834	104	265	369	260
Fri Apr 10 02:53:49 2015	1428648829	93	281	374	279
Fri Apr 10 02:53:51 2015	1428648831	95	290	385	286
Fri Apr 10 02:53:59 2015	1428648839	107	288	395	286
Fri Apr 10 02:54:06 2015	1428648846	96	325	421	322
Fri Apr 10 02:53:47 2015	1428648827	94	334	428	329
Fri Apr 10 02:54:05 2015	1428648845	89	350	439	349
Fri Apr 10 02:53:54 2015	1428648834	86	357	444	351
Fri Apr 10 02:53:52 2015	1428648832	87	357	444	354
Fri Apr 10 02:54:07 2015	1428648847	91	363	454	362
Fri Apr 10 02:54:05 2015	1428648845	97	381	479	378
Fri Apr 10 02:53:49 2015	1428648829	104	375	479	370
Fri Apr 10 02:54:01 2015	1428648841	95	412	507	409
Fri Apr 10 02:53:55 2015	1428648835	97	417	514	415
Fri Apr 10 02:53:53 2015	1428648833	103	416	519	414
Fri Apr 10 02:53:58 2015	1428648838	94	439	533	438
Fri Apr 10 02:54:05 2015	1428648845	99	440	540	437
Fri Apr 10 02:54:02 2015	1428648842	98	442	540	439
Fri Apr 10 02:53:55 2015	1428648835	97	448	545	446
Fri Apr 10 02:53:50 2015	1428648830	96	457	554	455
Fri Apr 10 02:53:58 2015	1428648838	95	464	559	460
Fri Apr 10 02:54:01 2015	1428648841	99	462	562	462
Fri Apr 10 02:54:00 2015	1428648840	88	486	574	485
Fri Apr 10 02:53:51 2015	1428648831	101	488	589	483
Fri Apr 10 02:54:03 2015	1428648843	98	494	592	489
Fri Apr 10 02:53:56 2015	1428648836	88	507	595	503
Fri Apr 10 02:53:48 2015	1428648828	112	483	596	481
Fri Apr 10 02:54:02 2015	1428648842	95	503	598	500
Fri Apr 10 02:53:48 2015	1428648828	96	509	605	504
Fri Apr 10 02:54:06 2015	1428648846	95	515	609	512
Fri Apr 10 02:53:56 2015	1428648836	89	525	614	521
Fri Apr 10 02:53:52 2015	1428648832	98	517	614	515
Fri Apr 10 02:53:57 2015	1428648837	99	527	626	521
Fri Apr 10 02:54:00 2015	1428648840	97	532	629	526
Fri Apr 10 02:54:04 2015	1428648844	110	534	644	530
