starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:01:49 2015	1429524109	60	82	142	57
Mon Apr 20 06:01:49 2015	1429524109	63	83	146	59
Mon Apr 20 06:01:49 2015	1429524109	64	83	147	57
Mon Apr 20 06:01:48 2015	1429524108	58	89	147	59
Mon Apr 20 06:01:48 2015	1429524108	69	79	148	64
Mon Apr 20 06:01:48 2015	1429524108	58	90	148	62
Mon Apr 20 06:01:48 2015	1429524108	67	92	159	60
Mon Apr 20 06:01:49 2015	1429524109	79	87	165	63
Mon Apr 20 06:01:49 2015	1429524109	90	82	172	57
Mon Apr 20 06:01:48 2015	1429524108	78	96	174	58
