starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 06:34:40 2015	1428575680	41	308	349	305
Thu Apr 09 06:34:41 2015	1428575681	37	313	350	308
Thu Apr 09 06:34:43 2015	1428575683	37	315	352	311
Thu Apr 09 06:34:43 2015	1428575683	38	380	419	377
Thu Apr 09 06:34:42 2015	1428575682	40	399	439	395
Thu Apr 09 06:34:40 2015	1428575680	47	409	456	402
Thu Apr 09 06:34:41 2015	1428575681	39	437	475	431
Thu Apr 09 06:34:44 2015	1428575684	35	465	500	448
Thu Apr 09 06:34:43 2015	1428575683	34	471	505	469
Thu Apr 09 06:34:42 2015	1428575682	38	521	559	519
