starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 00:37:48 2015	1428640668	65	260	325	254
Fri Apr 10 00:37:49 2015	1428640669	72	258	330	257
Fri Apr 10 00:37:54 2015	1428640674	65	269	334	268
Fri Apr 10 00:37:52 2015	1428640672	69	266	335	265
Fri Apr 10 00:38:00 2015	1428640680	65	270	335	265
Fri Apr 10 00:37:58 2015	1428640678	63	291	354	289
Fri Apr 10 00:37:49 2015	1428640669	75	280	356	278
Fri Apr 10 00:38:00 2015	1428640680	91	288	379	286
Fri Apr 10 00:37:48 2015	1428640668	72	308	380	305
Fri Apr 10 00:37:52 2015	1428640672	74	311	385	308
Fri Apr 10 00:37:58 2015	1428640678	61	324	385	323
Fri Apr 10 00:37:54 2015	1428640674	68	329	397	328
Fri Apr 10 00:37:50 2015	1428640670	57	340	397	337
Fri Apr 10 00:37:56 2015	1428640676	63	353	416	351
Fri Apr 10 00:37:55 2015	1428640675	77	378	454	373
Fri Apr 10 00:37:57 2015	1428640677	74	380	455	379
Fri Apr 10 00:37:51 2015	1428640671	79	381	459	376
Fri Apr 10 00:37:55 2015	1428640675	62	407	469	405
Fri Apr 10 00:37:59 2015	1428640679	71	399	470	398
Fri Apr 10 00:37:53 2015	1428640673	64	441	504	435
Fri Apr 10 00:37:47 2015	1428640667	89	420	510	417
Fri Apr 10 00:37:49 2015	1428640669	63	456	519	452
Fri Apr 10 00:38:00 2015	1428640680	75	474	549	470
Fri Apr 10 00:37:57 2015	1428640677	66	484	550	479
Fri Apr 10 00:37:53 2015	1428640673	58	493	550	488
Fri Apr 10 00:37:54 2015	1428640674	65	490	554	487
Fri Apr 10 00:37:56 2015	1428640676	62	493	555	489
Fri Apr 10 00:37:59 2015	1428640679	80	475	555	469
Fri Apr 10 00:37:50 2015	1428640670	70	490	560	476
Fri Apr 10 00:37:51 2015	1428640671	69	524	593	520
