starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:04:43 2015	1429524283	34	60	94	56
Mon Apr 20 06:04:44 2015	1429524284	41	58	99	55
Mon Apr 20 06:04:43 2015	1429524283	37	64	100	60
Mon Apr 20 06:04:44 2015	1429524284	36	66	102	62
Mon Apr 20 06:04:44 2015	1429524284	43	63	106	58
Mon Apr 20 06:04:44 2015	1429524284	37	85	122	59
Mon Apr 20 06:04:44 2015	1429524284	37	88	125	61
Mon Apr 20 06:04:44 2015	1429524284	41	89	131	66
Mon Apr 20 06:04:44 2015	1429524284	37	99	136	70
Mon Apr 20 06:04:43 2015	1429524283	53	98	151	62
