starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:02:41 2015	1429524161	60	61	121	56
Mon Apr 20 06:02:41 2015	1429524161	60	65	125	59
Mon Apr 20 06:02:42 2015	1429524162	62	66	127	59
Mon Apr 20 06:02:41 2015	1429524161	67	64	131	58
Mon Apr 20 06:02:41 2015	1429524161	62	69	132	59
Mon Apr 20 06:02:41 2015	1429524161	69	67	136	60
Mon Apr 20 06:02:41 2015	1429524161	63	75	138	60
Mon Apr 20 06:02:41 2015	1429524161	63	82	145	57
Mon Apr 20 06:02:41 2015	1429524161	65	83	149	56
Mon Apr 20 06:02:42 2015	1429524162	71	86	156	60
