starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:02:30 2015	1429524150	56	84	141	60
Mon Apr 20 06:02:31 2015	1429524151	60	85	145	59
Mon Apr 20 06:02:30 2015	1429524150	58	88	146	62
Mon Apr 20 06:02:29 2015	1429524149	62	86	148	62
Mon Apr 20 06:02:30 2015	1429524150	64	88	152	61
Mon Apr 20 06:02:30 2015	1429524150	69	83	152	56
Mon Apr 20 06:02:30 2015	1429524150	68	88	156	62
Mon Apr 20 06:02:30 2015	1429524150	70	89	159	64
Mon Apr 20 06:02:31 2015	1429524151	77	89	167	64
Mon Apr 20 06:02:31 2015	1429524151	59	318	377	293
