starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 06:27:25 2015	1428575245	34	246	280	241
Thu Apr 09 06:27:22 2015	1428575242	34	246	280	243
Thu Apr 09 06:27:23 2015	1428575243	37	263	300	258
Thu Apr 09 06:27:25 2015	1428575245	33	275	309	273
Thu Apr 09 06:27:24 2015	1428575244	43	272	315	266
Thu Apr 09 06:27:23 2015	1428575243	35	290	325	289
Thu Apr 09 06:27:41 2015	1428575261	37	289	326	285
Thu Apr 09 06:27:41 2015	1428575261	35	292	327	290
Thu Apr 09 06:27:39 2015	1428575259	35	293	329	292
Thu Apr 09 06:27:27 2015	1428575247	36	305	341	301
Thu Apr 09 06:27:29 2015	1428575249	40	304	343	299
Thu Apr 09 06:27:29 2015	1428575249	34	309	344	278
Thu Apr 09 06:27:25 2015	1428575245	37	313	349	311
Thu Apr 09 06:27:22 2015	1428575242	36	334	370	329
Thu Apr 09 06:27:35 2015	1428575255	39	346	385	343
Thu Apr 09 06:27:38 2015	1428575258	41	349	389	346
Thu Apr 09 06:27:31 2015	1428575251	42	348	391	348
Thu Apr 09 06:27:32 2015	1428575252	123	268	391	266
Thu Apr 09 06:27:28 2015	1428575248	37	359	395	354
Thu Apr 09 06:27:24 2015	1428575244	35	365	399	360
Thu Apr 09 06:27:39 2015	1428575259	38	363	401	360
Thu Apr 09 06:27:33 2015	1428575253	122	282	405	278
Thu Apr 09 06:27:35 2015	1428575255	35	380	415	375
Thu Apr 09 06:27:26 2015	1428575246	40	380	420	374
Thu Apr 09 06:27:42 2015	1428575262	37	386	423	380
Thu Apr 09 06:27:24 2015	1428575244	40	396	436	395
Thu Apr 09 06:27:32 2015	1428575252	38	426	464	423
Thu Apr 09 06:27:21 2015	1428575241	39	431	470	427
Thu Apr 09 06:27:20 2015	1428575240	34	442	475	438
Thu Apr 09 06:27:26 2015	1428575246	67	409	476	407
Thu Apr 09 06:27:37 2015	1428575257	40	438	479	434
Thu Apr 09 06:27:23 2015	1428575243	35	450	485	446
Thu Apr 09 06:27:38 2015	1428575258	38	462	500	459
Thu Apr 09 06:27:30 2015	1428575250	42	470	512	465
Thu Apr 09 06:27:31 2015	1428575251	35	479	514	478
Thu Apr 09 06:27:36 2015	1428575256	43	474	518	474
Thu Apr 09 06:27:34 2015	1428575254	80	440	520	438
Thu Apr 09 06:27:36 2015	1428575256	39	484	523	475
Thu Apr 09 06:27:21 2015	1428575241	37	487	524	486
Thu Apr 09 06:27:34 2015	1428575254	41	514	555	511
Thu Apr 09 06:27:39 2015	1428575259	43	512	555	505
Thu Apr 09 06:27:42 2015	1428575262	43	517	559	487
Thu Apr 09 06:27:27 2015	1428575247	35	529	564	523
Thu Apr 09 06:27:40 2015	1428575260	47	518	564	515
Thu Apr 09 06:27:30 2015	1428575250	34	539	573	538
Thu Apr 09 06:27:28 2015	1428575248	33	541	574	540
Thu Apr 09 06:27:28 2015	1428575248	37	538	576	529
Thu Apr 09 06:27:40 2015	1428575260	41	539	579	535
Thu Apr 09 06:27:37 2015	1428575257	42	543	585	538
Thu Apr 09 06:27:33 2015	1428575253	109	536	644	534
