starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 06:27:05 2015	1428575225	36	255	292	253
Thu Apr 09 06:27:14 2015	1428575234	38	256	294	254
Thu Apr 09 06:27:13 2015	1428575233	41	255	297	251
Thu Apr 09 06:27:18 2015	1428575238	36	261	297	260
Thu Apr 09 06:27:11 2015	1428575231	37	261	298	259
Thu Apr 09 06:27:10 2015	1428575230	49	259	308	258
Thu Apr 09 06:27:12 2015	1428575232	40	274	314	271
Thu Apr 09 06:27:18 2015	1428575238	37	278	315	273
Thu Apr 09 06:27:05 2015	1428575225	42	279	322	272
Thu Apr 09 06:27:04 2015	1428575224	37	288	325	281
Thu Apr 09 06:27:09 2015	1428575229	34	327	361	320
Thu Apr 09 06:27:07 2015	1428575227	38	345	384	344
Thu Apr 09 06:27:08 2015	1428575228	36	358	394	355
Thu Apr 09 06:27:11 2015	1428575231	36	362	398	356
Thu Apr 09 06:27:13 2015	1428575233	38	363	401	361
Thu Apr 09 06:27:06 2015	1428575226	37	374	411	372
Thu Apr 09 06:27:20 2015	1428575240	37	377	415	375
Thu Apr 09 06:27:07 2015	1428575227	36	380	416	374
Thu Apr 09 06:27:06 2015	1428575226	34	394	428	391
Thu Apr 09 06:27:15 2015	1428575235	36	393	429	392
Thu Apr 09 06:27:05 2015	1428575225	38	394	433	393
Thu Apr 09 06:27:04 2015	1428575224	40	395	435	389
Thu Apr 09 06:27:02 2015	1428575222	37	433	470	430
Thu Apr 09 06:27:14 2015	1428575234	39	441	480	437
Thu Apr 09 06:27:07 2015	1428575227	39	445	484	444
Thu Apr 09 06:27:19 2015	1428575239	37	454	491	450
Thu Apr 09 06:27:12 2015	1428575232	39	454	493	452
Thu Apr 09 06:27:13 2015	1428575233	38	472	510	471
Thu Apr 09 06:27:11 2015	1428575231	40	476	516	474
Thu Apr 09 06:27:17 2015	1428575237	37	490	528	488
Thu Apr 09 06:27:16 2015	1428575236	80	451	531	449
Thu Apr 09 06:27:19 2015	1428575239	37	497	533	495
Thu Apr 09 06:27:17 2015	1428575237	33	501	534	499
Thu Apr 09 06:27:16 2015	1428575236	43	498	540	494
Thu Apr 09 06:27:08 2015	1428575228	35	520	555	519
Thu Apr 09 06:27:09 2015	1428575229	41	514	555	513
Thu Apr 09 06:27:10 2015	1428575230	34	528	562	527
Thu Apr 09 06:27:15 2015	1428575235	34	531	565	528
Thu Apr 09 06:27:18 2015	1428575238	36	535	570	532
Thu Apr 09 06:27:03 2015	1428575223	707	313	1020	311
