starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 00:57:10 2015	1428641830	66	264	331	259
Fri Apr 10 00:56:58 2015	1428641818	66	274	340	272
Fri Apr 10 00:57:04 2015	1428641824	68	274	341	273
Fri Apr 10 00:57:05 2015	1428641825	65	279	344	274
Fri Apr 10 00:56:57 2015	1428641817	66	278	344	276
Fri Apr 10 00:57:00 2015	1428641820	69	285	354	283
Fri Apr 10 00:57:09 2015	1428641829	73	286	359	278
Fri Apr 10 00:57:03 2015	1428641823	66	298	364	294
Fri Apr 10 00:57:09 2015	1428641829	77	287	365	285
Fri Apr 10 00:57:07 2015	1428641827	69	311	380	306
Fri Apr 10 00:57:05 2015	1428641825	62	327	389	325
Fri Apr 10 00:57:06 2015	1428641826	75	320	395	319
Fri Apr 10 00:57:07 2015	1428641827	67	333	400	330
Fri Apr 10 00:57:05 2015	1428641825	70	345	416	343
Fri Apr 10 00:57:09 2015	1428641829	58	362	421	361
Fri Apr 10 00:57:10 2015	1428641830	63	366	429	363
Fri Apr 10 00:56:59 2015	1428641819	61	385	446	374
Fri Apr 10 00:57:04 2015	1428641824	66	383	449	382
Fri Apr 10 00:57:01 2015	1428641821	68	392	460	390
Fri Apr 10 00:57:03 2015	1428641823	74	391	465	390
Fri Apr 10 00:57:03 2015	1428641823	64	406	470	400
Fri Apr 10 00:57:08 2015	1428641828	69	420	489	416
Fri Apr 10 00:57:06 2015	1428641826	69	430	499	427
Fri Apr 10 00:56:59 2015	1428641819	66	480	545	476
Fri Apr 10 00:56:58 2015	1428641818	86	469	555	468
Fri Apr 10 00:56:58 2015	1428641818	74	501	575	500
Fri Apr 10 00:57:01 2015	1428641821	64	521	585	519
Fri Apr 10 00:57:02 2015	1428641822	71	519	590	516
Fri Apr 10 00:57:00 2015	1428641820	66	524	590	518
Fri Apr 10 00:57:07 2015	1428641827	115	500	615	499
