starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:48:50 2015	1429523330	57	83	140	58
Mon Apr 20 05:48:51 2015	1429523331	60	85	144	60
Mon Apr 20 05:48:50 2015	1429523330	57	88	145	64
Mon Apr 20 05:48:51 2015	1429523331	61	86	147	57
Mon Apr 20 05:48:51 2015	1429523331	63	84	148	62
Mon Apr 20 05:48:50 2015	1429523330	63	86	149	61
Mon Apr 20 05:48:51 2015	1429523331	63	88	151	62
Mon Apr 20 05:48:50 2015	1429523330	65	94	159	71
Mon Apr 20 05:48:50 2015	1429523330	81	79	160	55
Mon Apr 20 05:48:51 2015	1429523331	91	81	172	58
