starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 00:20:33 2015	1428553233	64	45	109	43
Thu Apr 09 00:20:33 2015	1428553233	67	42	109	40
Thu Apr 09 00:20:32 2015	1428553232	67	46	113	44
Thu Apr 09 00:20:32 2015	1428553232	66	48	113	44
Thu Apr 09 00:20:32 2015	1428553232	67	46	114	43
Thu Apr 09 00:20:31 2015	1428553231	69	45	114	44
Thu Apr 09 00:20:34 2015	1428553234	60	55	115	51
Thu Apr 09 00:20:32 2015	1428553232	67	49	116	44
Thu Apr 09 00:20:32 2015	1428553232	74	42	116	40
Thu Apr 09 00:20:33 2015	1428553233	70	48	118	43
Thu Apr 09 00:20:31 2015	1428553231	69	49	119	49
Thu Apr 09 00:20:31 2015	1428553231	72	46	119	45
Thu Apr 09 00:20:30 2015	1428553230	71	48	119	45
Thu Apr 09 00:20:33 2015	1428553233	69	50	119	49
Thu Apr 09 00:20:33 2015	1428553233	71	49	119	44
Thu Apr 09 00:20:30 2015	1428553230	71	48	119	46
Thu Apr 09 00:20:34 2015	1428553234	73	47	119	41
Thu Apr 09 00:20:31 2015	1428553231	67	52	120	48
Thu Apr 09 00:20:31 2015	1428553231	69	51	120	45
Thu Apr 09 00:20:32 2015	1428553232	73	48	120	44
Thu Apr 09 00:20:33 2015	1428553233	72	51	123	48
Thu Apr 09 00:20:33 2015	1428553233	75	49	124	48
Thu Apr 09 00:20:33 2015	1428553233	73	51	124	49
Thu Apr 09 00:20:31 2015	1428553231	81	44	125	41
Thu Apr 09 00:20:32 2015	1428553232	77	49	125	44
Thu Apr 09 00:20:31 2015	1428553231	77	51	128	47
Thu Apr 09 00:20:32 2015	1428553232	77	52	129	48
Thu Apr 09 00:20:34 2015	1428553234	83	48	131	45
Thu Apr 09 00:20:33 2015	1428553233	81	54	135	49
Thu Apr 09 00:20:31 2015	1428553231	94	46	140	44
