starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 05:43:24 2015	1428572604	35	50	85	48
Thu Apr 09 05:43:23 2015	1428572603	37	52	89	49
Thu Apr 09 05:43:22 2015	1428572602	36	54	90	50
Thu Apr 09 05:43:24 2015	1428572604	35	55	90	53
Thu Apr 09 05:43:24 2015	1428572604	35	55	90	52
Thu Apr 09 05:43:23 2015	1428572603	36	54	90	47
Thu Apr 09 05:43:23 2015	1428572603	36	54	90	51
Thu Apr 09 05:43:23 2015	1428572603	36	54	90	50
Thu Apr 09 05:43:23 2015	1428572603	38	52	90	49
Thu Apr 09 05:43:23 2015	1428572603	36	54	90	49
Thu Apr 09 05:43:22 2015	1428572602	37	54	92	51
Thu Apr 09 05:43:24 2015	1428572604	39	54	94	51
Thu Apr 09 05:43:22 2015	1428572602	38	56	94	54
Thu Apr 09 05:43:23 2015	1428572603	36	58	94	55
Thu Apr 09 05:43:22 2015	1428572602	36	58	94	52
Thu Apr 09 05:43:24 2015	1428572604	43	51	94	50
Thu Apr 09 05:43:22 2015	1428572602	35	59	94	54
Thu Apr 09 05:43:23 2015	1428572603	43	52	95	49
Thu Apr 09 05:43:23 2015	1428572603	38	57	95	50
Thu Apr 09 05:43:24 2015	1428572604	37	58	95	54
Thu Apr 09 05:43:22 2015	1428572602	37	58	95	54
Thu Apr 09 05:43:23 2015	1428572603	37	58	95	49
Thu Apr 09 05:43:22 2015	1428572602	38	58	96	53
Thu Apr 09 05:43:22 2015	1428572602	43	53	96	49
Thu Apr 09 05:43:22 2015	1428572602	42	58	100	56
Thu Apr 09 05:43:23 2015	1428572603	42	58	100	55
Thu Apr 09 05:43:24 2015	1428572604	49	52	101	51
Thu Apr 09 05:43:24 2015	1428572604	36	65	101	52
Thu Apr 09 05:43:22 2015	1428572602	44	60	104	58
Thu Apr 09 05:43:24 2015	1428572604	71	53	124	50
