starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:52:51 2015	1429523571	52	84	136	58
Mon Apr 20 05:52:51 2015	1429523571	65	81	146	55
Mon Apr 20 05:52:52 2015	1429523572	64	85	150	60
Mon Apr 20 05:52:52 2015	1429523572	69	82	150	56
Mon Apr 20 05:52:52 2015	1429523572	67	84	151	61
Mon Apr 20 05:52:52 2015	1429523572	65	86	151	61
Mon Apr 20 05:52:52 2015	1429523572	64	94	158	67
Mon Apr 20 05:52:52 2015	1429523572	79	84	163	57
Mon Apr 20 05:52:52 2015	1429523572	93	86	179	61
Mon Apr 20 05:52:51 2015	1429523571	70	170	240	147
