starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:53:02 2015	1429523582	54	63	117	60
Mon Apr 20 05:53:02 2015	1429523582	60	63	123	58
Mon Apr 20 05:53:02 2015	1429523582	67	61	127	55
Mon Apr 20 05:53:02 2015	1429523582	60	67	127	55
Mon Apr 20 05:53:02 2015	1429523582	62	66	128	64
Mon Apr 20 05:53:02 2015	1429523582	66	64	130	60
Mon Apr 20 05:53:02 2015	1429523582	61	79	140	55
Mon Apr 20 05:53:03 2015	1429523583	80	61	140	57
Mon Apr 20 05:53:02 2015	1429523582	59	81	140	58
Mon Apr 20 05:53:03 2015	1429523583	61	89	150	61
