starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:58:53 2015	1429523933	26	49	75	45
Mon Apr 20 05:58:52 2015	1429523932	27	51	78	46
Mon Apr 20 05:58:52 2015	1429523932	26	52	79	46
Mon Apr 20 05:58:53 2015	1429523933	24	55	79	47
Mon Apr 20 05:58:52 2015	1429523932	31	49	80	42
Mon Apr 20 05:58:52 2015	1429523932	34	53	87	49
Mon Apr 20 05:58:52 2015	1429523932	32	56	87	49
Mon Apr 20 05:58:52 2015	1429523932	26	62	88	45
Mon Apr 20 05:58:53 2015	1429523933	26	64	90	48
Mon Apr 20 05:58:52 2015	1429523932	30	67	97	52
