starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:49:22 2015	1429523362	83	82	166	56
Mon Apr 20 05:49:22 2015	1429523362	87	79	166	54
Mon Apr 20 05:49:23 2015	1429523363	88	84	171	60
Mon Apr 20 05:49:23 2015	1429523363	89	85	174	60
Mon Apr 20 05:49:23 2015	1429523363	91	84	175	59
Mon Apr 20 05:49:22 2015	1429523362	89	87	176	60
Mon Apr 20 05:49:23 2015	1429523363	87	90	177	62
Mon Apr 20 05:49:22 2015	1429523362	92	88	180	59
Mon Apr 20 05:49:23 2015	1429523363	94	89	183	61
Mon Apr 20 05:49:22 2015	1429523362	94	89	184	65
