starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:51:17 2015	1429523477	83	65	148	59
Mon Apr 20 05:51:17 2015	1429523477	80	84	164	58
Mon Apr 20 05:51:16 2015	1429523476	81	85	166	60
Mon Apr 20 05:51:17 2015	1429523477	82	84	166	59
Mon Apr 20 05:51:17 2015	1429523477	84	85	169	58
Mon Apr 20 05:51:18 2015	1429523478	89	82	171	58
Mon Apr 20 05:51:17 2015	1429523477	86	86	172	61
Mon Apr 20 05:51:16 2015	1429523476	90	83	173	60
Mon Apr 20 05:51:17 2015	1429523477	90	84	175	57
Mon Apr 20 05:51:16 2015	1429523476	100	89	189	63
