starttime	seconds	ctime	dtime	ttime	wait
Sun Apr 19 23:28:34 2015	1429500514	97	26	122	24
Sun Apr 19 23:28:35 2015	1429500515	101	27	128	26
Sun Apr 19 23:28:34 2015	1429500514	94	35	129	28
Sun Apr 19 23:28:34 2015	1429500514	106	26	132	24
Sun Apr 19 23:28:35 2015	1429500515	106	28	135	25
Sun Apr 19 23:28:35 2015	1429500515	136	38	174	38
Sun Apr 19 23:28:35 2015	1429500515	144	43	187	39
Sun Apr 19 23:28:34 2015	1429500514	150	51	201	51
Sun Apr 19 23:28:34 2015	1429500514	143	61	204	55
Sun Apr 19 23:28:34 2015	1429500514	151	56	206	54
