starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 05:41:25 2015	1428572485	37	48	85	45
Thu Apr 09 05:41:22 2015	1428572482	31	54	85	49
Thu Apr 09 05:41:20 2015	1428572480	35	51	86	49
Thu Apr 09 05:41:20 2015	1428572480	35	53	88	51
Thu Apr 09 05:41:21 2015	1428572481	38	51	89	50
Thu Apr 09 05:41:23 2015	1428572483	36	53	89	50
Thu Apr 09 05:41:21 2015	1428572481	38	51	89	49
Thu Apr 09 05:41:24 2015	1428572484	37	52	89	48
Thu Apr 09 05:41:24 2015	1428572484	38	52	89	49
Thu Apr 09 05:41:24 2015	1428572484	39	51	90	48
Thu Apr 09 05:41:22 2015	1428572482	40	50	90	48
Thu Apr 09 05:41:21 2015	1428572481	37	53	90	48
Thu Apr 09 05:41:21 2015	1428572481	39	51	90	47
Thu Apr 09 05:41:24 2015	1428572484	34	56	90	53
Thu Apr 09 05:41:22 2015	1428572482	36	54	90	52
Thu Apr 09 05:41:23 2015	1428572483	36	54	90	52
Thu Apr 09 05:41:23 2015	1428572483	37	53	90	52
Thu Apr 09 05:41:23 2015	1428572483	37	53	90	49
Thu Apr 09 05:41:21 2015	1428572481	37	54	90	50
Thu Apr 09 05:41:22 2015	1428572482	38	53	91	48
Thu Apr 09 05:41:24 2015	1428572484	38	55	92	50
Thu Apr 09 05:41:24 2015	1428572484	36	57	93	55
Thu Apr 09 05:41:21 2015	1428572481	37	56	93	51
Thu Apr 09 05:41:24 2015	1428572484	39	55	93	52
Thu Apr 09 05:41:23 2015	1428572483	37	57	94	55
Thu Apr 09 05:41:20 2015	1428572480	38	56	94	52
Thu Apr 09 05:41:22 2015	1428572482	40	55	94	49
Thu Apr 09 05:41:23 2015	1428572483	43	52	94	48
Thu Apr 09 05:41:20 2015	1428572480	40	54	94	53
Thu Apr 09 05:41:24 2015	1428572484	36	59	94	54
Thu Apr 09 05:41:22 2015	1428572482	38	57	94	53
Thu Apr 09 05:41:23 2015	1428572483	39	56	95	52
Thu Apr 09 05:41:21 2015	1428572481	41	54	95	52
Thu Apr 09 05:41:21 2015	1428572481	42	52	95	48
Thu Apr 09 05:41:20 2015	1428572480	39	56	95	54
Thu Apr 09 05:41:24 2015	1428572484	37	58	95	55
Thu Apr 09 05:41:22 2015	1428572482	38	57	95	53
Thu Apr 09 05:41:23 2015	1428572483	39	56	95	54
Thu Apr 09 05:41:20 2015	1428572480	39	57	95	51
Thu Apr 09 05:41:21 2015	1428572481	45	51	96	49
Thu Apr 09 05:41:21 2015	1428572481	37	59	96	55
Thu Apr 09 05:41:22 2015	1428572482	44	53	97	52
Thu Apr 09 05:41:23 2015	1428572483	41	59	99	58
Thu Apr 09 05:41:20 2015	1428572480	40	60	100	58
Thu Apr 09 05:41:23 2015	1428572483	39	61	100	57
Thu Apr 09 05:41:23 2015	1428572483	39	61	100	55
Thu Apr 09 05:41:22 2015	1428572482	37	67	103	62
Thu Apr 09 05:41:22 2015	1428572482	36	73	109	56
Thu Apr 09 05:41:21 2015	1428572481	48	62	110	60
Thu Apr 09 05:41:24 2015	1428572484	38	74	112	49
