starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:55:26 2015	1429523726	60	81	141	58
Mon Apr 20 05:55:27 2015	1429523727	63	79	142	54
Mon Apr 20 05:55:26 2015	1429523726	60	83	143	57
Mon Apr 20 05:55:26 2015	1429523726	60	83	143	62
Mon Apr 20 05:55:25 2015	1429523725	60	86	146	61
Mon Apr 20 05:55:26 2015	1429523726	63	84	148	60
Mon Apr 20 05:55:26 2015	1429523726	66	88	154	65
Mon Apr 20 05:55:26 2015	1429523726	69	91	160	63
Mon Apr 20 05:55:26 2015	1429523726	76	87	163	62
Mon Apr 20 05:55:25 2015	1429523725	58	111	169	59
