starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 06:52:52 2015	1428576772	64	251	315	251
Thu Apr 09 06:52:41 2015	1428576761	71	252	323	248
Thu Apr 09 06:52:44 2015	1428576764	66	257	323	252
Thu Apr 09 06:52:48 2015	1428576768	71	256	327	255
Thu Apr 09 06:52:46 2015	1428576766	67	263	329	259
Thu Apr 09 06:52:47 2015	1428576767	74	280	354	278
Thu Apr 09 06:52:42 2015	1428576762	63	294	356	289
Thu Apr 09 06:52:43 2015	1428576763	84	299	384	297
Thu Apr 09 06:52:48 2015	1428576768	75	328	403	324
Thu Apr 09 06:52:47 2015	1428576767	72	332	404	328
Thu Apr 09 06:52:48 2015	1428576768	66	341	407	340
Thu Apr 09 06:52:51 2015	1428576771	68	361	429	360
Thu Apr 09 06:52:50 2015	1428576770	74	359	434	340
Thu Apr 09 06:52:51 2015	1428576771	69	374	443	364
Thu Apr 09 06:52:45 2015	1428576765	69	376	445	374
Thu Apr 09 06:52:52 2015	1428576772	75	371	446	369
Thu Apr 09 06:52:52 2015	1428576772	70	419	489	419
Thu Apr 09 06:52:49 2015	1428576769	66	424	490	408
Thu Apr 09 06:52:44 2015	1428576764	65	435	500	432
Thu Apr 09 06:52:41 2015	1428576761	80	422	502	398
Thu Apr 09 06:52:43 2015	1428576763	68	442	510	441
Thu Apr 09 06:52:44 2015	1428576764	64	452	515	437
Thu Apr 09 06:52:46 2015	1428576766	75	445	520	441
Thu Apr 09 06:52:45 2015	1428576765	75	449	524	445
Thu Apr 09 06:52:49 2015	1428576769	69	460	529	455
Thu Apr 09 06:52:40 2015	1428576760	82	453	535	450
Thu Apr 09 06:52:40 2015	1428576760	68	472	540	467
Thu Apr 09 06:52:42 2015	1428576762	66	495	560	489
Thu Apr 09 06:52:53 2015	1428576773	69	504	574	501
Thu Apr 09 06:52:50 2015	1428576770	77	502	579	499
