starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 05:43:07 2015	1428572587	34	50	84	46
Thu Apr 09 05:43:06 2015	1428572586	37	48	85	46
Thu Apr 09 05:43:06 2015	1428572586	36	49	85	49
Thu Apr 09 05:43:06 2015	1428572586	36	50	86	48
Thu Apr 09 05:43:07 2015	1428572587	35	54	90	50
Thu Apr 09 05:43:05 2015	1428572585	37	53	90	50
Thu Apr 09 05:43:06 2015	1428572586	41	49	90	48
Thu Apr 09 05:43:06 2015	1428572586	35	56	91	53
Thu Apr 09 05:43:05 2015	1428572585	33	61	94	56
Thu Apr 09 05:43:07 2015	1428572587	35	59	94	54
Thu Apr 09 05:43:06 2015	1428572586	35	59	94	57
Thu Apr 09 05:43:06 2015	1428572586	38	57	95	54
Thu Apr 09 05:43:05 2015	1428572585	39	56	95	51
Thu Apr 09 05:43:07 2015	1428572587	40	56	95	53
Thu Apr 09 05:43:06 2015	1428572586	37	59	96	55
Thu Apr 09 05:43:06 2015	1428572586	36	64	99	62
Thu Apr 09 05:43:06 2015	1428572586	35	65	99	64
Thu Apr 09 05:43:07 2015	1428572587	36	64	100	55
Thu Apr 09 05:43:05 2015	1428572585	37	64	101	52
Thu Apr 09 05:43:06 2015	1428572586	68	61	129	59
