starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 00:12:25 2015	1428552745	66	42	108	41
Thu Apr 09 00:12:26 2015	1428552746	65	46	110	42
Thu Apr 09 00:12:26 2015	1428552746	68	51	119	48
Thu Apr 09 00:12:26 2015	1428552746	73	46	119	42
Thu Apr 09 00:12:25 2015	1428552745	70	49	119	44
Thu Apr 09 00:12:26 2015	1428552746	71	54	125	48
Thu Apr 09 00:12:26 2015	1428552746	75	54	129	46
Thu Apr 09 00:12:25 2015	1428552745	83	48	130	44
Thu Apr 09 00:12:26 2015	1428552746	95	45	140	42
Thu Apr 09 00:12:25 2015	1428552745	98	46	144	43
