starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 00:28:25 2015	1428640105	68	304	372	301
Fri Apr 10 00:28:26 2015	1428640106	70	309	379	305
Fri Apr 10 00:28:28 2015	1428640108	71	328	399	327
Fri Apr 10 00:28:27 2015	1428640107	76	374	451	371
Fri Apr 10 00:28:27 2015	1428640107	63	393	456	389
Fri Apr 10 00:28:29 2015	1428640109	91	385	476	380
Fri Apr 10 00:28:25 2015	1428640105	62	437	499	435
Fri Apr 10 00:28:28 2015	1428640108	80	484	564	479
Fri Apr 10 00:28:26 2015	1428640106	64	515	579	511
Fri Apr 10 00:28:29 2015	1428640109	65	524	589	520
