starttime	seconds	ctime	dtime	ttime	wait
Sun Apr 19 23:59:59 2015	1429502399	151	103	254	54
Mon Apr 20 00:00:00 2015	1429502400	156	99	254	54
Mon Apr 20 00:00:00 2015	1429502400	159	97	255	52
Sun Apr 19 23:59:59 2015	1429502399	157	99	256	52
Mon Apr 20 00:00:00 2015	1429502400	160	97	257	51
Mon Apr 20 00:00:01 2015	1429502401	157	106	263	59
Mon Apr 20 00:00:01 2015	1429502401	161	111	271	58
Sun Apr 19 23:59:59 2015	1429502399	153	163	316	61
Mon Apr 20 00:00:00 2015	1429502400	153	203	355	156
Mon Apr 20 00:00:01 2015	1429502401	195	287	482	226
