starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:55:00 2015	1429523700	80	84	164	59
Mon Apr 20 05:55:00 2015	1429523700	84	84	169	58
Mon Apr 20 05:55:02 2015	1429523702	86	83	169	59
Mon Apr 20 05:55:01 2015	1429523701	87	83	170	57
Mon Apr 20 05:55:00 2015	1429523700	78	92	170	65
Mon Apr 20 05:55:02 2015	1429523702	86	86	171	60
Mon Apr 20 05:55:01 2015	1429523701	85	88	173	60
Mon Apr 20 05:55:01 2015	1429523701	88	87	175	58
Mon Apr 20 05:55:01 2015	1429523701	89	87	175	59
Mon Apr 20 05:55:01 2015	1429523701	113	85	198	59
