starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:54:58 2015	1429523698	60	77	137	52
Mon Apr 20 05:54:58 2015	1429523698	61	85	146	57
Mon Apr 20 05:54:57 2015	1429523697	59	87	146	62
Mon Apr 20 05:54:57 2015	1429523697	67	81	148	55
Mon Apr 20 05:54:58 2015	1429523698	61	89	150	60
Mon Apr 20 05:54:57 2015	1429523697	64	86	150	57
Mon Apr 20 05:54:57 2015	1429523697	58	93	151	66
Mon Apr 20 05:54:57 2015	1429523697	65	91	156	62
Mon Apr 20 05:54:57 2015	1429523697	72	87	159	63
Mon Apr 20 05:54:57 2015	1429523697	109	88	198	62
