starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 01:07:51 2015	1429506471	164	51	215	48
Mon Apr 20 01:07:52 2015	1429506472	164	53	217	48
Mon Apr 20 01:07:52 2015	1429506472	171	50	221	48
Mon Apr 20 01:07:51 2015	1429506471	171	50	221	47
Mon Apr 20 01:07:53 2015	1429506473	169	57	226	55
Mon Apr 20 01:07:53 2015	1429506473	187	57	243	55
Mon Apr 20 01:07:51 2015	1429506471	189	56	245	55
Mon Apr 20 01:07:53 2015	1429506473	201	59	260	54
Mon Apr 20 01:07:52 2015	1429506472	187	74	261	64
Mon Apr 20 01:07:52 2015	1429506472	220	55	275	53
