starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 02:10:13 2015	1428646213	83	47	130	44
Fri Apr 10 02:10:16 2015	1428646216	86	44	130	42
Fri Apr 10 02:10:14 2015	1428646214	87	46	133	41
Fri Apr 10 02:10:16 2015	1428646216	87	49	136	43
Fri Apr 10 02:10:14 2015	1428646214	95	42	137	41
Fri Apr 10 02:10:17 2015	1428646217	95	44	139	40
Fri Apr 10 02:10:14 2015	1428646214	94	45	139	39
Fri Apr 10 02:10:16 2015	1428646216	96	44	140	41
Fri Apr 10 02:10:15 2015	1428646215	93	47	140	44
Fri Apr 10 02:10:17 2015	1428646217	95	45	140	44
Fri Apr 10 02:10:16 2015	1428646216	96	45	141	42
Fri Apr 10 02:10:15 2015	1428646215	95	46	141	41
Fri Apr 10 02:10:15 2015	1428646215	100	42	141	40
Fri Apr 10 02:10:14 2015	1428646214	94	48	142	44
Fri Apr 10 02:10:17 2015	1428646217	100	42	143	41
Fri Apr 10 02:10:17 2015	1428646217	98	45	143	44
Fri Apr 10 02:10:16 2015	1428646216	93	51	143	40
Fri Apr 10 02:10:16 2015	1428646216	94	50	145	46
Fri Apr 10 02:10:15 2015	1428646215	97	48	145	42
Fri Apr 10 02:10:15 2015	1428646215	99	45	145	41
Fri Apr 10 02:10:16 2015	1428646216	103	45	148	41
Fri Apr 10 02:10:14 2015	1428646214	103	46	149	44
Fri Apr 10 02:10:15 2015	1428646215	106	43	149	39
Fri Apr 10 02:10:13 2015	1428646213	105	45	150	41
Fri Apr 10 02:10:17 2015	1428646217	102	47	150	43
Fri Apr 10 02:10:15 2015	1428646215	97	62	159	42
Fri Apr 10 02:10:17 2015	1428646217	120	44	164	41
Fri Apr 10 02:10:17 2015	1428646217	118	46	164	44
Fri Apr 10 02:10:14 2015	1428646214	121	48	168	41
Fri Apr 10 02:10:13 2015	1428646213	125	45	170	41
