starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:58:10 2015	1429523890	24	64	88	46
Mon Apr 20 05:58:10 2015	1429523890	27	67	94	49
Mon Apr 20 05:58:10 2015	1429523890	29	66	95	50
Mon Apr 20 05:58:09 2015	1429523889	28	70	97	53
Mon Apr 20 05:58:10 2015	1429523890	36	71	107	52
Mon Apr 20 05:58:10 2015	1429523890	33	77	110	51
Mon Apr 20 05:58:10 2015	1429523890	31	82	113	55
Mon Apr 20 05:58:10 2015	1429523890	36	81	117	55
Mon Apr 20 05:58:10 2015	1429523890	34	85	119	57
Mon Apr 20 05:58:09 2015	1429523889	58	80	138	54
