starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 01:16:28 2015	1428642988	75	271	346	265
Fri Apr 10 01:16:30 2015	1428642990	65	320	385	317
Fri Apr 10 01:16:29 2015	1428642989	66	324	390	318
Fri Apr 10 01:16:33 2015	1428642993	70	321	391	315
Fri Apr 10 01:16:34 2015	1428642994	69	326	395	322
Fri Apr 10 01:16:37 2015	1428642997	72	327	399	325
Fri Apr 10 01:16:32 2015	1428642992	68	342	410	336
Fri Apr 10 01:16:30 2015	1428642990	65	348	412	345
Fri Apr 10 01:16:38 2015	1428642998	70	359	429	354
Fri Apr 10 01:16:30 2015	1428642990	69	420	489	417
Fri Apr 10 01:16:29 2015	1428642989	65	442	507	442
Fri Apr 10 01:16:36 2015	1428642996	71	440	511	438
Fri Apr 10 01:16:37 2015	1428642997	65	455	520	452
Fri Apr 10 01:16:33 2015	1428642993	61	467	528	466
Fri Apr 10 01:16:31 2015	1428642991	64	476	540	473
Fri Apr 10 01:16:33 2015	1428642993	72	489	561	470
Fri Apr 10 01:16:36 2015	1428642996	68	497	565	495
Fri Apr 10 01:16:35 2015	1428642995	64	516	580	511
Fri Apr 10 01:16:32 2015	1428642992	68	531	599	529
Fri Apr 10 01:16:34 2015	1428642994	69	530	600	529
