starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 03:09:20 2015	1429513760	105	35	140	33
Mon Apr 20 03:09:20 2015	1429513760	106	36	142	34
Mon Apr 20 03:09:21 2015	1429513761	105	37	142	32
Mon Apr 20 03:09:20 2015	1429513760	101	44	145	42
Mon Apr 20 03:09:20 2015	1429513760	119	42	161	40
Mon Apr 20 03:09:20 2015	1429513760	120	42	162	40
Mon Apr 20 03:09:20 2015	1429513760	123	44	167	42
Mon Apr 20 03:09:20 2015	1429513760	124	44	169	41
Mon Apr 20 03:09:21 2015	1429513761	135	43	179	39
Mon Apr 20 03:09:21 2015	1429513761	159	42	201	38
