starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 05:59:46 2015	1428573586	38	286	324	281
Thu Apr 09 05:59:59 2015	1428573599	34	296	330	292
Thu Apr 09 05:59:58 2015	1428573598	33	298	330	295
Thu Apr 09 05:59:57 2015	1428573597	43	297	339	291
Thu Apr 09 05:59:53 2015	1428573593	25	320	345	315
Thu Apr 09 05:59:51 2015	1428573591	33	337	370	333
Thu Apr 09 05:59:51 2015	1428573591	36	354	390	340
Thu Apr 09 05:59:46 2015	1428573586	55	337	392	331
Thu Apr 09 05:59:59 2015	1428573599	28	377	405	373
Thu Apr 09 05:59:53 2015	1428573593	27	378	405	378
Thu Apr 09 05:59:50 2015	1428573590	57	358	415	354
Thu Apr 09 05:59:49 2015	1428573589	34	382	416	381
Thu Apr 09 05:59:50 2015	1428573590	39	397	436	391
Thu Apr 09 05:59:48 2015	1428573588	64	376	440	372
Thu Apr 09 05:59:54 2015	1428573594	30	409	440	404
Thu Apr 09 05:59:52 2015	1428573592	36	404	440	399
Thu Apr 09 05:59:52 2015	1428573592	39	411	450	406
Thu Apr 09 05:59:56 2015	1428573596	43	417	460	414
Thu Apr 09 05:59:48 2015	1428573588	27	433	460	430
Thu Apr 09 05:59:54 2015	1428573594	37	428	466	426
Thu Apr 09 05:59:55 2015	1428573595	26	442	468	441
Thu Apr 09 05:59:47 2015	1428573587	33	446	479	441
Thu Apr 09 05:59:56 2015	1428573596	32	458	490	453
Thu Apr 09 05:59:53 2015	1428573593	34	480	514	476
Thu Apr 09 05:59:51 2015	1428573591	27	493	520	492
Thu Apr 09 05:59:49 2015	1428573589	26	497	523	496
Thu Apr 09 05:59:58 2015	1428573598	39	491	530	487
Thu Apr 09 05:59:47 2015	1428573587	36	520	556	517
Thu Apr 09 05:59:57 2015	1428573597	34	526	560	524
Thu Apr 09 05:59:55 2015	1428573595	37	525	562	523
