starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 05:52:41 2015	1428573161	36	279	315	278
Thu Apr 09 05:52:35 2015	1428573155	36	293	330	283
Thu Apr 09 05:52:47 2015	1428573167	53	278	331	276
Thu Apr 09 05:52:48 2015	1428573168	38	303	341	298
Thu Apr 09 05:52:39 2015	1428573159	38	306	345	303
Thu Apr 09 05:52:39 2015	1428573159	49	312	360	304
Thu Apr 09 05:52:41 2015	1428573161	36	343	378	338
Thu Apr 09 05:52:37 2015	1428573157	39	350	389	346
Thu Apr 09 05:52:36 2015	1428573156	40	350	389	348
Thu Apr 09 05:52:39 2015	1428573159	41	349	390	348
Thu Apr 09 05:52:46 2015	1428573166	72	324	396	320
Thu Apr 09 05:52:47 2015	1428573167	36	362	399	360
Thu Apr 09 05:52:40 2015	1428573160	38	361	399	356
Thu Apr 09 05:52:43 2015	1428573163	43	386	430	385
Thu Apr 09 05:52:40 2015	1428573160	39	396	435	392
Thu Apr 09 05:52:41 2015	1428573161	35	429	464	423
Thu Apr 09 05:52:37 2015	1428573157	36	429	466	424
Thu Apr 09 05:52:42 2015	1428573162	37	433	470	432
Thu Apr 09 05:52:44 2015	1428573164	36	434	470	431
Thu Apr 09 05:52:36 2015	1428573156	40	440	480	437
Thu Apr 09 05:52:46 2015	1428573166	35	445	480	439
Thu Apr 09 05:52:43 2015	1428573163	44	436	480	430
Thu Apr 09 05:52:42 2015	1428573162	34	458	492	455
Thu Apr 09 05:52:47 2015	1428573167	37	467	504	464
Thu Apr 09 05:52:44 2015	1428573164	33	484	517	470
Thu Apr 09 05:52:38 2015	1428573158	40	487	527	483
Thu Apr 09 05:52:45 2015	1428573165	46	481	527	479
Thu Apr 09 05:52:45 2015	1428573165	39	510	549	507
Thu Apr 09 05:52:38 2015	1428573158	37	521	558	520
Thu Apr 09 05:52:35 2015	1428573155	36	529	565	527
