starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:02:07 2015	1429524127	60	120	180	101
Mon Apr 20 06:02:07 2015	1429524127	73	110	183	92
Mon Apr 20 06:02:06 2015	1429524126	65	120	185	98
Mon Apr 20 06:02:07 2015	1429524127	66	120	185	99
Mon Apr 20 06:02:07 2015	1429524127	71	115	186	96
Mon Apr 20 06:02:06 2015	1429524126	150	71	221	49
Mon Apr 20 06:02:07 2015	1429524127	74	153	228	137
Mon Apr 20 06:02:06 2015	1429524126	156	136	293	115
Mon Apr 20 06:02:05 2015	1429524125	128	167	295	133
Mon Apr 20 06:02:06 2015	1429524126	228	67	295	48
