starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:03:12 2015	1429524192	58	71	129	66
Mon Apr 20 06:03:13 2015	1429524193	59	83	142	59
Mon Apr 20 06:03:13 2015	1429524193	58	88	146	63
Mon Apr 20 06:03:12 2015	1429524192	62	86	147	62
Mon Apr 20 06:03:13 2015	1429524193	65	83	149	56
Mon Apr 20 06:03:13 2015	1429524193	67	84	151	60
Mon Apr 20 06:03:12 2015	1429524192	65	88	152	62
Mon Apr 20 06:03:13 2015	1429524193	62	92	154	68
Mon Apr 20 06:03:12 2015	1429524192	61	95	156	65
Mon Apr 20 06:03:13 2015	1429524193	59	103	162	55
