starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:03:17 2015	1429524197	83	61	144	57
Mon Apr 20 06:03:16 2015	1429524196	86	77	163	68
Mon Apr 20 06:03:16 2015	1429524196	87	84	171	61
Mon Apr 20 06:03:17 2015	1429524197	90	84	174	56
Mon Apr 20 06:03:16 2015	1429524196	83	90	174	60
Mon Apr 20 06:03:16 2015	1429524196	88	87	175	60
Mon Apr 20 06:03:16 2015	1429524196	91	87	178	59
Mon Apr 20 06:03:17 2015	1429524197	93	85	178	59
Mon Apr 20 06:03:17 2015	1429524197	95	95	189	61
Mon Apr 20 06:03:15 2015	1429524195	142	89	231	62
