starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:01:38 2015	1429524098	83	86	169	60
Mon Apr 20 06:01:39 2015	1429524099	86	85	170	60
Mon Apr 20 06:01:38 2015	1429524098	86	88	174	62
Mon Apr 20 06:01:39 2015	1429524099	92	83	175	60
Mon Apr 20 06:01:37 2015	1429524097	83	95	178	68
Mon Apr 20 06:01:38 2015	1429524098	90	89	179	63
Mon Apr 20 06:01:38 2015	1429524098	89	91	180	61
Mon Apr 20 06:01:38 2015	1429524098	94	87	180	60
Mon Apr 20 06:01:37 2015	1429524097	91	99	190	63
Mon Apr 20 06:01:37 2015	1429524097	107	85	192	59
