starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:01:42 2015	1429524102	33	83	116	59
Mon Apr 20 06:01:41 2015	1429524101	36	82	118	59
Mon Apr 20 06:01:41 2015	1429524101	34	85	119	61
Mon Apr 20 06:01:42 2015	1429524102	36	86	122	60
Mon Apr 20 06:01:42 2015	1429524102	34	88	123	62
Mon Apr 20 06:01:41 2015	1429524101	31	93	125	66
Mon Apr 20 06:01:42 2015	1429524102	37	92	129	65
Mon Apr 20 06:01:42 2015	1429524102	53	90	143	63
Mon Apr 20 06:01:41 2015	1429524101	57	89	146	61
Mon Apr 20 06:01:41 2015	1429524101	84	90	174	64
