starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:01:44 2015	1429524104	53	83	136	59
Mon Apr 20 06:01:45 2015	1429524105	59	82	141	56
Mon Apr 20 06:01:45 2015	1429524105	59	82	141	56
Mon Apr 20 06:01:46 2015	1429524106	58	85	143	60
Mon Apr 20 06:01:45 2015	1429524105	60	86	146	58
Mon Apr 20 06:01:45 2015	1429524105	62	88	150	60
Mon Apr 20 06:01:44 2015	1429524104	73	87	159	63
Mon Apr 20 06:01:45 2015	1429524105	81	82	163	57
Mon Apr 20 06:01:45 2015	1429524105	79	84	163	61
Mon Apr 20 06:01:45 2015	1429524105	93	85	177	59
