starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 02:51:42 2015	1428648702	82	242	324	240
Fri Apr 10 02:51:46 2015	1428648706	82	242	324	241
Fri Apr 10 02:51:27 2015	1428648687	68	261	329	258
Fri Apr 10 02:51:40 2015	1428648700	69	260	329	255
Fri Apr 10 02:51:25 2015	1428648685	75	260	335	255
Fri Apr 10 02:51:40 2015	1428648700	69	270	339	268
Fri Apr 10 02:51:33 2015	1428648693	78	262	340	261
Fri Apr 10 02:51:29 2015	1428648689	70	273	343	272
Fri Apr 10 02:51:35 2015	1428648695	83	281	364	276
Fri Apr 10 02:51:39 2015	1428648699	90	293	384	291
Fri Apr 10 02:51:39 2015	1428648699	77	307	384	302
Fri Apr 10 02:51:44 2015	1428648704	70	329	399	325
Fri Apr 10 02:51:31 2015	1428648691	89	311	400	306
Fri Apr 10 02:51:46 2015	1428648706	71	330	401	327
Fri Apr 10 02:51:45 2015	1428648705	98	309	407	303
Fri Apr 10 02:51:45 2015	1428648705	89	319	407	319
Fri Apr 10 02:51:23 2015	1428648683	85	325	409	321
Fri Apr 10 02:51:38 2015	1428648698	81	333	414	327
Fri Apr 10 02:51:25 2015	1428648685	71	344	415	338
Fri Apr 10 02:51:40 2015	1428648700	96	319	415	317
Fri Apr 10 02:51:23 2015	1428648683	80	369	448	366
Fri Apr 10 02:51:22 2015	1428648682	103	347	450	342
Fri Apr 10 02:51:26 2015	1428648686	101	373	474	367
Fri Apr 10 02:51:32 2015	1428648692	99	386	485	382
Fri Apr 10 02:51:38 2015	1428648698	95	399	494	398
Fri Apr 10 02:51:31 2015	1428648691	96	423	519	420
Fri Apr 10 02:51:27 2015	1428648687	89	434	523	430
Fri Apr 10 02:51:43 2015	1428648703	96	429	525	425
Fri Apr 10 02:51:33 2015	1428648693	100	433	533	428
Fri Apr 10 02:51:33 2015	1428648693	93	441	534	436
Fri Apr 10 02:51:36 2015	1428648696	87	456	543	451
Fri Apr 10 02:51:29 2015	1428648689	74	475	549	473
Fri Apr 10 02:51:32 2015	1428648692	94	464	559	462
Fri Apr 10 02:51:37 2015	1428648697	92	473	565	470
Fri Apr 10 02:51:41 2015	1428648701	99	470	569	465
Fri Apr 10 02:51:44 2015	1428648704	72	502	574	500
Fri Apr 10 02:51:41 2015	1428648701	97	477	574	473
Fri Apr 10 02:51:37 2015	1428648697	102	472	574	467
Fri Apr 10 02:51:42 2015	1428648702	76	499	575	492
Fri Apr 10 02:51:29 2015	1428648689	100	476	576	471
Fri Apr 10 02:51:27 2015	1428648687	71	509	580	508
Fri Apr 10 02:51:36 2015	1428648696	162	428	590	426
Fri Apr 10 02:51:34 2015	1428648694	100	489	590	487
Fri Apr 10 02:51:28 2015	1428648688	98	492	590	490
Fri Apr 10 02:51:30 2015	1428648690	96	497	594	493
Fri Apr 10 02:51:24 2015	1428648684	88	515	604	513
Fri Apr 10 02:51:25 2015	1428648685	105	500	605	495
Fri Apr 10 02:51:35 2015	1428648695	100	523	624	521
Fri Apr 10 02:51:24 2015	1428648684	100	525	624	520
Fri Apr 10 02:51:43 2015	1428648703	96	533	629	530
