starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 00:31:01 2015	1428640261	65	241	305	238
Fri Apr 10 00:30:38 2015	1428640238	71	244	315	240
Fri Apr 10 00:30:44 2015	1428640244	65	255	320	252
Fri Apr 10 00:30:57 2015	1428640257	62	258	320	256
Fri Apr 10 00:30:57 2015	1428640257	64	265	330	263
Fri Apr 10 00:30:51 2015	1428640251	65	275	340	270
Fri Apr 10 00:31:00 2015	1428640260	90	266	355	261
Fri Apr 10 00:30:52 2015	1428640252	78	277	355	274
Fri Apr 10 00:30:41 2015	1428640241	65	308	372	307
Fri Apr 10 00:30:56 2015	1428640256	85	290	375	287
Fri Apr 10 00:30:40 2015	1428640240	83	301	384	300
Fri Apr 10 00:30:39 2015	1428640239	72	313	385	311
Fri Apr 10 00:31:01 2015	1428640261	64	324	389	322
Fri Apr 10 00:30:49 2015	1428640249	76	315	390	310
Fri Apr 10 00:30:51 2015	1428640251	66	355	421	351
Fri Apr 10 00:30:59 2015	1428640259	68	356	424	351
Fri Apr 10 00:30:44 2015	1428640244	64	361	426	355
Fri Apr 10 00:30:47 2015	1428640247	69	361	430	361
Fri Apr 10 00:30:54 2015	1428640254	72	363	435	359
Fri Apr 10 00:30:50 2015	1428640250	66	378	444	373
Fri Apr 10 00:31:00 2015	1428640260	67	378	444	373
Fri Apr 10 00:30:55 2015	1428640255	60	389	449	376
Fri Apr 10 00:30:45 2015	1428640245	63	387	450	381
Fri Apr 10 00:30:59 2015	1428640259	70	385	455	383
Fri Apr 10 00:30:50 2015	1428640250	70	389	460	386
Fri Apr 10 00:30:48 2015	1428640248	61	399	460	398
Fri Apr 10 00:30:51 2015	1428640251	103	366	469	361
Fri Apr 10 00:31:01 2015	1428640261	65	404	469	402
Fri Apr 10 00:30:53 2015	1428640253	73	401	474	398
Fri Apr 10 00:30:53 2015	1428640253	66	415	480	410
Fri Apr 10 00:30:58 2015	1428640258	70	416	486	411
Fri Apr 10 00:30:43 2015	1428640243	73	416	489	412
Fri Apr 10 00:30:52 2015	1428640252	70	420	490	418
Fri Apr 10 00:30:39 2015	1428640239	67	429	496	428
Fri Apr 10 00:30:41 2015	1428640241	66	433	500	429
Fri Apr 10 00:30:45 2015	1428640245	69	446	515	444
Fri Apr 10 00:30:49 2015	1428640249	67	458	525	455
Fri Apr 10 00:30:58 2015	1428640258	61	479	540	477
Fri Apr 10 00:30:48 2015	1428640248	61	483	544	479
Fri Apr 10 00:30:55 2015	1428640255	71	484	555	480
Fri Apr 10 00:30:43 2015	1428640243	130	430	559	426
Fri Apr 10 00:30:54 2015	1428640254	63	497	560	492
Fri Apr 10 00:30:47 2015	1428640247	65	500	566	497
Fri Apr 10 00:30:46 2015	1428640246	69	500	570	498
Fri Apr 10 00:30:57 2015	1428640257	80	494	574	490
Fri Apr 10 00:30:56 2015	1428640256	65	516	580	515
Fri Apr 10 00:30:42 2015	1428640242	69	517	586	516
Fri Apr 10 00:30:42 2015	1428640242	70	517	586	516
Fri Apr 10 00:30:46 2015	1428640246	69	534	604	532
Fri Apr 10 00:30:40 2015	1428640240	189	571	760	570
