starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:57:53 2015	1429523873	83	83	166	58
Mon Apr 20 05:57:54 2015	1429523874	89	83	172	58
Mon Apr 20 05:57:52 2015	1429523872	80	93	173	64
Mon Apr 20 05:57:53 2015	1429523873	85	88	173	63
Mon Apr 20 05:57:52 2015	1429523872	90	83	173	57
Mon Apr 20 05:57:53 2015	1429523873	89	85	173	57
Mon Apr 20 05:57:53 2015	1429523873	92	82	174	55
Mon Apr 20 05:57:52 2015	1429523872	91	86	177	61
Mon Apr 20 05:57:53 2015	1429523873	87	91	178	64
Mon Apr 20 05:57:53 2015	1429523873	83	102	184	60
