starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 02:34:02 2015	1428647642	86	268	354	263
Fri Apr 10 02:33:58 2015	1428647638	92	278	370	276
Fri Apr 10 02:33:59 2015	1428647639	101	283	384	278
Fri Apr 10 02:33:58 2015	1428647638	97	308	405	303
Fri Apr 10 02:34:04 2015	1428647644	95	319	414	314
Fri Apr 10 02:33:59 2015	1428647639	104	339	444	336
Fri Apr 10 02:34:05 2015	1428647645	102	363	465	355
Fri Apr 10 02:34:03 2015	1428647643	106	363	469	359
Fri Apr 10 02:34:00 2015	1428647640	98	397	494	394
Fri Apr 10 02:34:00 2015	1428647640	96	399	495	397
Fri Apr 10 02:34:06 2015	1428647646	106	398	504	397
Fri Apr 10 02:34:01 2015	1428647641	93	427	520	425
Fri Apr 10 02:34:02 2015	1428647642	94	442	536	439
Fri Apr 10 02:34:01 2015	1428647641	101	485	585	481
Fri Apr 10 02:34:07 2015	1428647647	97	498	595	495
Fri Apr 10 02:34:06 2015	1428647646	92	503	595	498
Fri Apr 10 02:34:03 2015	1428647643	88	527	615	522
Fri Apr 10 02:34:05 2015	1428647645	96	527	623	526
Fri Apr 10 02:34:04 2015	1428647644	108	535	643	533
Fri Apr 10 02:34:08 2015	1428647648	123	527	649	520
