starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:48:36 2015	1429523316	66	81	147	57
Mon Apr 20 05:48:37 2015	1429523317	67	83	150	59
Mon Apr 20 05:48:37 2015	1429523317	68	82	150	58
Mon Apr 20 05:48:37 2015	1429523317	68	83	151	57
Mon Apr 20 05:48:37 2015	1429523317	69	81	151	56
Mon Apr 20 05:48:36 2015	1429523316	66	87	153	63
Mon Apr 20 05:48:36 2015	1429523316	66	88	153	63
Mon Apr 20 05:48:36 2015	1429523316	62	93	155	65
Mon Apr 20 05:48:36 2015	1429523316	68	87	155	61
Mon Apr 20 05:48:36 2015	1429523316	84	84	168	59
