starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:48:47 2015	1429523327	57	65	122	61
Mon Apr 20 05:48:47 2015	1429523327	63	64	127	59
Mon Apr 20 05:48:47 2015	1429523327	60	67	127	59
Mon Apr 20 05:48:47 2015	1429523327	64	68	132	57
Mon Apr 20 05:48:46 2015	1429523326	54	84	139	58
Mon Apr 20 05:48:47 2015	1429523327	75	70	145	60
Mon Apr 20 05:48:47 2015	1429523327	66	89	155	64
Mon Apr 20 05:48:46 2015	1429523326	66	91	157	62
Mon Apr 20 05:48:47 2015	1429523327	69	89	158	58
Mon Apr 20 05:48:48 2015	1429523328	120	75	195	71
