starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 06:23:02 2015	1428574982	30	247	277	242
Thu Apr 09 06:23:07 2015	1428574987	40	240	280	239
Thu Apr 09 06:23:08 2015	1428574988	36	264	300	262
Thu Apr 09 06:23:15 2015	1428574995	37	272	309	270
Thu Apr 09 06:22:58 2015	1428574978	35	274	310	273
Thu Apr 09 06:23:12 2015	1428574992	37	278	315	273
Thu Apr 09 06:22:58 2015	1428574978	35	285	320	283
Thu Apr 09 06:23:03 2015	1428574983	35	289	324	286
Thu Apr 09 06:23:15 2015	1428574995	36	295	331	289
Thu Apr 09 06:23:13 2015	1428574993	38	302	340	298
Thu Apr 09 06:22:57 2015	1428574977	35	310	346	309
Thu Apr 09 06:22:59 2015	1428574979	36	313	349	310
Thu Apr 09 06:22:59 2015	1428574979	37	317	354	314
Thu Apr 09 06:23:03 2015	1428574983	35	320	355	318
Thu Apr 09 06:23:09 2015	1428574989	37	322	359	319
Thu Apr 09 06:22:58 2015	1428574978	35	325	360	323
Thu Apr 09 06:23:13 2015	1428574993	43	318	361	314
Thu Apr 09 06:23:11 2015	1428574991	39	329	367	325
Thu Apr 09 06:23:13 2015	1428574993	34	344	378	342
Thu Apr 09 06:23:06 2015	1428574986	38	342	380	337
Thu Apr 09 06:22:57 2015	1428574977	32	352	384	351
Thu Apr 09 06:23:10 2015	1428574990	35	361	396	359
Thu Apr 09 06:23:14 2015	1428574994	37	373	410	371
Thu Apr 09 06:23:12 2015	1428574992	42	378	420	377
Thu Apr 09 06:23:02 2015	1428574982	34	392	425	388
Thu Apr 09 06:23:00 2015	1428574980	41	388	429	384
Thu Apr 09 06:23:16 2015	1428574996	35	394	429	389
Thu Apr 09 06:23:02 2015	1428574982	36	393	429	392
Thu Apr 09 06:23:09 2015	1428574989	34	397	431	394
Thu Apr 09 06:23:08 2015	1428574988	37	403	440	401
Thu Apr 09 06:23:05 2015	1428574985	38	422	460	419
Thu Apr 09 06:23:17 2015	1428574997	36	424	460	420
Thu Apr 09 06:23:00 2015	1428574980	34	440	475	438
Thu Apr 09 06:23:05 2015	1428574985	36	450	486	449
Thu Apr 09 06:23:09 2015	1428574989	39	449	488	445
Thu Apr 09 06:23:07 2015	1428574987	37	463	500	458
Thu Apr 09 06:23:04 2015	1428574984	43	457	500	455
Thu Apr 09 06:22:59 2015	1428574979	37	469	506	436
Thu Apr 09 06:23:17 2015	1428574997	44	466	511	462
Thu Apr 09 06:23:01 2015	1428574981	37	499	536	484
Thu Apr 09 06:23:14 2015	1428574994	36	518	554	513
Thu Apr 09 06:23:01 2015	1428574981	35	523	558	521
Thu Apr 09 06:23:11 2015	1428574991	43	516	559	513
Thu Apr 09 06:23:06 2015	1428574986	37	523	560	518
Thu Apr 09 06:23:16 2015	1428574996	35	526	560	523
Thu Apr 09 06:23:18 2015	1428574998	37	530	567	529
Thu Apr 09 06:23:07 2015	1428574987	38	533	570	532
Thu Apr 09 06:23:10 2015	1428574990	31	546	577	544
Thu Apr 09 06:23:04 2015	1428574984	43	535	578	534
Thu Apr 09 06:23:15 2015	1428574995	38	541	579	537
