starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:11:16 2015	1429521076	429	103	532	103
Mon Apr 20 05:11:13 2015	1429521073	429	104	533	102
Mon Apr 20 05:11:11 2015	1429521071	434	102	536	101
Mon Apr 20 05:11:14 2015	1429521074	437	105	542	104
Mon Apr 20 05:11:16 2015	1429521076	443	105	548	102
Mon Apr 20 05:11:12 2015	1429521072	447	104	551	104
Mon Apr 20 05:11:14 2015	1429521074	449	104	552	103
Mon Apr 20 05:11:11 2015	1429521071	450	102	552	101
Mon Apr 20 05:11:15 2015	1429521075	448	108	556	103
Mon Apr 20 05:11:12 2015	1429521072	1131	106	1238	103
