starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:39:19 2015	1429522759	58	20	78	18
Mon Apr 20 05:39:20 2015	1429522760	64	17	80	16
Mon Apr 20 05:39:19 2015	1429522759	68	21	89	21
Mon Apr 20 05:39:20 2015	1429522760	74	20	93	19
Mon Apr 20 05:39:20 2015	1429522760	77	19	95	18
Mon Apr 20 05:39:19 2015	1429522759	87	24	111	23
Mon Apr 20 05:39:20 2015	1429522760	82	30	112	24
Mon Apr 20 05:39:19 2015	1429522759	97	18	115	17
Mon Apr 20 05:39:19 2015	1429522759	90	25	115	25
Mon Apr 20 05:39:20 2015	1429522760	97	32	129	32
